1, 5504 53RD AVE, 95823                   
356, 5922 ROSEVILLE RD, 95842              
357, 4040 MANZANITA AVE, 95608             
358, 9079 GREENBACK LN, 95662              
359, 2543 FULTON AVE, 95821                
360, 8753 BARRACUDA WAY, 95826             
361, 1053 CLINTON RD, 95825                
362, 8080 CARMENCITA AVE, 95829            
363, 4021 WINONA WAY, 95660                
364, 4021 WINONA WAY, 95660                
365, 9466 ROGERS RD, 95829                 
366, 6200 WALERGA RD, 95660                
367, 7732 GYAN WAY, 95828                  
368, 12838 PELLANDINI RD, 95632            
369, 7239 CARMI ST, 95828                  
370, 7434 BRUNO WAY, 95828                 
371, 7424 FLEMING AVE, 95828               
372, 8225 TIMBER COVE WAY, 95828           
373, 8896 LISCARNEY WAY, 95828             
374, 8871 INISHEER WAY, 95828              
375, 8006 BUGATTI CT, 95828                
376, 7245 FLETCHER FARM DR, 95828          
377, 8011 BUGATTI CT, 95828                
378, 8017 DELAGE WAY, 95828                
379, 8866 LEMAS RD, 95828                  
380, 8809 LEMAS RD, 95828                  
381, 8884 SONOMA VALLEY WAY, 95829         
382, 8962 NAPA VALLEY WAY, 95829           
383, 9025 NAPA VALLEY WAY, 95829           
384, 8947 GIANT PANDA DR, 95829            
385, 7925 FINCASTLE CT, 95829              
386, 9062 MIRASSOU CT, 95829               
387, 8172 SILVERLEAF WAY, 95829            
388, 8983 GARNET PEAK WAY, 95829           
389, 8937 BOULDER GLEN WAY, 95829          
390, 9937 DIAMONTE WAY, 95829              
391, 9951 FIRSTONE DR, 95829               
392, 9967 JACINTH PL, 95829                
393, 8233 GRAPE WOOD CT, 95829             
394, 8229 COWDRAY CT, 95829                
395, 4210 W ELKHORN BLVD, 95835            
396, 2224 EDISON AVE, 95821                
397, 8050 STALLION WAY, 95830              
398, 5900 CLOVER MANOR WAY, 95824          
399, 5201 37TH AVE, 95824                  
400, 5321 37TH AVE, 95824                  
401, 6132 BURNS WAY, 95824                 
402, 5700 48TH AVE, 95823                  
403, 6600 BURDETT WAY, 95823               
404, 5995 SAMPSON BLVD, 95824              
405, 12530 LEE SCHOOL RD, 95693            
406, 8101 GREENBACK LN, 95628              
407, 7590 WATERWILLOW DR, 95828            
408, 7301 JENNA WAY, 95828                 
409, 8183 SCOTTSDALE DR, 95828             
410, 4549 LIPPI PKWY, 95823                
411, 7316 EAST PKWY, 95823                 
412, 4754 A PKWY, 95823                    
413, 4616 A PKWY, 95823                    
414, 7050 KNOX RD, 95829                   
415, 6001 40TH ST, 95824                   
416, 5921 KELLY WAY, 95824                 
417, 5633 49TH ST, 95824                   
418, 3920 40TH AVE, 95824                  
419, 5897 SAMPSON BLVD, 95824              
420, 4431 40TH AVE, 95824                  
421, 6232 44TH ST, 95824                   
422, 3615 45TH AVE, 95824                  
423, 3700 45TH AVE, 95824                  
424, 5823 39TH ST, 95824                   
425, 3800 44TH AVE, 95824                  
426, 7865 SUNRISE MIST WAY, 95828          
427, 3540 42ND AVE, 95824                  
428, 5813 NONA WAY, 95824                  
429, 5744 39TH ST, 95824                   
430, 6602 WESLEY AVE, 95823                
431, 6937 5TH PKWY, 95823                  
432, 5051 SKY PKWY, 95823                  
433, 3896 EXMOOR CIR, 95864                
434, 6818 CHEVY CHASE WAY, 95823           
435, 7560 COTTONTREE WAY, 95828            
436, 4351 TURNBRIDGE DR, 95823             
437, 7518 FLAMINGO WAY, 95828              
438, 7253 CARMI ST, 95828                  
439, 7666 PAR PKWY, 95828                  
440, 7622 BOGEY CT, 95828                  
441, 8540 BELLAMY WAY, 95828               
442, 4541 GREEN TREE DR, 95823             
443, 4530 NORTH AVE, 95821                 
444, 7702 EAGLE PARK DR, 95828             
445, 4570 ORINDA WAY, 95820                
446, 7814 LOUCRETA DR, 95828               
447, 2811 HERBERT WAY, 95821               
448, 3160 JERSEY WAY, 95821                
449, 3160 JERSEY WAY, 95821                
450, 2300 GRANITE WAY, 95821               
451, 7644 HARMONY OAKS WAY, 95828          
452, 5957 CASA ALEGRE, 95608               
453, 11565 MARISSA WAY, 95670              
454, 6421 CHANNING DR, 95660               
455, 8615 EL VERANO AVE, 95626             
456, 5543 MISSIE WAY, 95841                
457, 7865 SUNRISE MIST WAY, 95828          
458, 6915 LEWISTON WAY, 95828              
459, 5673 ODEA DR, 95824                   
460, 8058 LOMAND CT, 95828                 
461, 3844 KARL DR, 95660                   
462, 8017 BENZ CT, 95828                   
463, 11835 HOBDAY RD, 95693                
464, 8925 ESCHINGER RD, 95757              
465, 6821 KLINGON CT, 95823                
466, 6301 FRANKLIN BLVD, 95824             
467, 4923 SCHUYLER DR, 95608               
468, 5620 HAMILTON ST,Unit 84, 95842       
469, 4521 HARLIN DR, 95826                 
470, 7225 10TH ST, 95673                   
471, 3228 FAIRVIEW CT, 95821               
472, 7601 LOUCRETA DR, 95828               
473, 4500 TALLYHO DR, 95826                
474, 8720 WOODMAN WAY, 95826               
475, 4404 18TH AVE, 95820                  
476, 2842 AURORA AVE,Unit A, 95821         
477, 4412 18TH AVE, 95820                  
478, 5307 COLLEGE OAK DR, 95841            
479, 5244 COLLEGE OAK DR, 95841            
480, 4990 WALNUT AVE, 95841                
481, 6340 WATT AVE, 95660                  
482, 7725 ADMIRAL LN, 95829                
483, 2313 IMRAN DR, 95825                  
484, 8400 YERMO WAY, 95828                 
485, 5451 SKY PKWY, 95823                  
486, 5431 SKY PKWY, 95823                  
487, 8336 GRAND CRU DR, 95829              
488, 7295 PALMER HOUSE DR, 95828           
489, 5822 ROSEVILLE RD, 95842              
490, 9790 HARVEY RD, 95632                 
491, 8951 GIANT PANDA DR, 95829            
492, 6111 POMEGRANATE AVE, 95823           
493, 4228 LUSK DR, 95864                   
494, 7502 WHISPERWILLOW DR, 95828          
495, 4320 STOCKTON BLVD, 95820             
496, 3908 STOCKTON BLVD, 95820             
497, 5225 VALONIA ST, 95628                
498, 9510 JACKSON RD, 95827                
499, 7991 MILWHEEL CT, 95829               
500, 8052 GOLDENLEAF WAY, 95829            
501, 7837 KELVEDON WAY, 95829              
502, 8340 MEDEIROS WAY, 95829              
503, 9273 POLMONT WAY, 95829               
504, 10081 CASTLE OAKS CT, 95829           
505, 7319 DEL PRADO CT, 95828              
506, 8657 OLDWOODS WAY, 95828              
507, 7936 MARSANNAY WAY, 95829             
508, 8012 MARSANNAY WAY, 95829             
509, 9269 POLMONT WAY, 95829               
510, 8977 COLOMBARD WAY, 95829             
511, 5310 47TH AVE, 95824                  
512, 7795 DERSINGHAM DR, 95829             
513, 9515 HEINLEIN WAY, 95829              
514, 4632 WOODHAWK WAY, 95843              
515, 6990 65TH ST, 95823                   
516, 5821 ANTELOPE RD, 95842               
517, 4218 LEAFMONT WAY, 95826              
518, 5081 ENRICO BLVD, 95820               
519, 4563 15TH AVE, 95820                  
520, 2251 PYRAMID WAY, 95821               
521, 3509 CHADSWORTH WAY, 95821            
522, 5431 SKY PKWY, 95823                  
523, 7417 SAN NITA WAY, 95628              
524, 3912 43RD ST, 95820                   
525, 3921 43RD ST, 95820                   
526, 4616 A PKWY, 95823                    
527, 6602 WESLEY AVE, 95823                
528, 3912 49TH AVE, 95823                  
529, 6609 53RD ST, 95823                   
530, 6604 HARMS WAY, 95823                 
531, 6621 HARMS WAY, 95823                 
532, 6409 DALLAS WAY, 95823                
533, 7540 PERSIMMON AVE, 95823             
534, 5848 STALLON WAY, 95823               
535, 4500 DEL NORTE BLVD, 95820            
536, 4204 E NICHOLS AVE, 95820             
537, 4029 42ND ST, 95820                   
538, 4033 42ND ST, 95820                   
539, 4830 MENDOCINO BLVD, 95820            
540, 4891 MENDOCINO BLVD, 95820            
541, 4941 MENDOCINO BLVD, 95820            
542, 4811 SISKIYOU AVE, 95820              
543, 4020 INYO AVE, 95820                  
544, 4170 SIERRA VISTA AVE, 95820          
545, 5120 42ND ST, 95820                   
546, 4560 ORINDA WAY, 95820                
547, 7904 EAST PKWY, 95823                 
548, 7518 LA MANCHA WAY, 95823             
549, 4050 MYRTLE AVE, 95660                
550, 4800 JELA WAY, 95660                  
551, 9161 CHERRY AVE, 95662                
552, 7896 KELVEDON WAY, 95829              
553, 2550 BELPORT LN, 95821                
554, 1437 GANNON DR, 95825                 
555, 4940 SISKIYOU AVE, 95820              
556, 5216 KEYSTONE AVE, 95841              
557, 2848 ELVYRA WAY, 95821                
558, 4016 HAPPY LN, 95827                  
559, 4021 WINONA WAY, 95660                
560, 6649 50TH ST, 95823                   
561, 7444 REESE RD, 95828                  
562, 4830 BAKER AVE, 95820                 
563, 5734 DEWEY BLVD, 95824                
564, 1400 GLADSTONE DR, 95864              
565, 8213 COTTONGIN WAY, 95828             
566, 7460 PERSIMMON AVE, 95823             
567, 7820 BELLINGRATH DR, 95626            
568, 7805 KAHUNA CT, 95828                 
569, 5946 CLOVER MANOR WAY, 95824          
570, 5032 CLOVER GLEN WAY, 95824           
571, 5600 20TH ST, 95673                   
572, 3640 KARL DR, 95660                   
573, 3747 LENORE WAY, 95660                
574, 5110 ENRICO BLVD, 95820               
575, 4021 WINONA WAY, 95660                
576, 1612 G ST, 95673                      
577, 1201 WATT AVE, 95864                  
578, 7308 SILVER VIEW WAY, 95673           
579, 7251 GARDNER AVE, 95828               
580, 4812 42ND ST, 95820                   
581, 5124 48TH AVE, 95823                  
582, 7451 REESE RD, 95828                  
583, 7328 HEDGE AVE, 95829                 
584, 4220 E NICHOLS AVE, 95820             
585, 7648 CLEMENT CIR, 95828               
586, 7500 WHISPERWILLOW DR, 95828          
587, 1309 FULTON AVE, 95825                
588, 7914 68TH AVE, 95828                  
589, 7811 LOUCRETA DR, 95828               
590, 4240 AIRPORT DR, 95821                
591, 8279 FANNING WAY, 95829               
592, 4333 AIRPORT RD, 95821                
593, 5525 ASSEMBLY CT, 95823               
594, 6883 LINDALE DR, 95828                
595, 6915 LEWISTON WAY, 95828              
596, 7417 SAN NITA WAY, 95628              
597, 4412 18TH AVE, 95820                  
598, 2517 LILLIAN LN, 95608                
599, 8264 GLENDON WAY, 95829               
600, 8264 GLENDON WAY, 95829               
601, 4120 MARCONI AVE, 95821               
602, 9004 MARBLE BAY CT, 95829             
603, 5034 MANZANITA AVE, 95608             
604, 2251 PYRAMID WAY, 95821               
605, 7701 EAGLE PARK DR, 95828             
606, 3645 CODY WAY, 95864                  
607, 8540 IVY CREEK DR, 95828              
608, 3871 DEL PASO RD, 95835               
609, 2329 VILLANOVA CIR, 95825             
610, 4237 EDISON AVE, 95821                
611, 8265 CALLA WAY, 95828                 
612, 9149 GERBER RD, 95829                 
613, 5107 OLEANDER DR, 95608               
614, 1124 BELL ST, 95825                   
615, 7042 3RD PKWY, 95823                  
616, 7249 FAWN WAY, 95823                  
617, 2140 WINAFRED ST, 95825               
618, 13116 PELLANDINI RD, 95632            
619, 4412 18TH AVE, 95820                  
620, 4420 18TH AVE, 95820                  
621, 15400 ANDRUS ISLAND RD, 95690         
622, 7920 GRANITE AVE, 95662               
623, 3517 MYRTLE AVE, 95660                
624, 7702 EAGLE PARK DR, 95828             
625, 7909 EASTMAN CT, 95828                
626, 7641 LAKEWOOD PARK DR, 95828          
627, 4600 LE DONNE DR, 95823               
628, 1365 JONAS AVE, 95864                 
629, 5853 AMBLER ST, 95823                 
630, 7904 EAST PKWY, 95823                 
631, 3039 52ND AVE, 95823                  
632, 7709 LAKEWOOD PARK DR, 95828          
633, 7661 LAKEWOOD PARK DR, 95828          
634, 8604 MELLOWOODS WAY, 95828            
635, 8864 AMBERJACK WAY, 95828             
636, 5837 AMBLER ST, 95823                 
637, 4451 39TH AVE, 95824                  
638, 5657 ODEA DR, 95824                   
639, 5424 FRAWLEY WAY, 95823               
640, 5721 44TH ST, 95824                   
641, 7822 LOUCRETA DR, 95828               
642, 7825 SKANDER WAY, 95828               
643, 7028 LINWOOD WAY, 95828               
644, 7811 LOUCRETA DR, 95828               
645, 7566 WHISPERWILLOW DR, 95828          
646, 4261 APOSTOLO CIR, 95824              
647, 8011 BETTY LOU DR, 95828              
648, 6012 37TH ST, 95824                   
649, 3540 42ND AVE, 95824                  
650, 3706 44TH AVE, 95824                  
651, 5631 MENDOCINO BLVD, 95824            
652, 5741 39TH ST, 95824                   
653, 5744 39TH ST, 95824                   
654, 5745 MENDOCINO BLVD, 95824            
655, 3943 40TH AVE, 95824                  
656, 4116 39TH AVE, 95824                  
657, 4412 38TH AVE, 95824                  
658, 6024 44TH ST, 95824                   
659, 3600 44TH AVE, 95824                  
660, 3617 45TH AVE, 95824                  
661, 6548 46TH ST, 95823                   
662, 3718 41ST AVE, 95824                  
663, 3801 46TH AVE, 95824                  
664, 6596 LANG AVE, 95823                  
665, 5108 SOUTHWEST AVE, 95824             
666, 6225 39TH ST, 95824                   
667, 3900 43RD AVE, 95824                  
668, 3924 39TH AVE, 95824                  
669, 501 ELKHORN BLVD, 95673               
670, 9339 MATADOR WAY, 95826               
671, 5033 CLOVER GLEN WAY, 95824           
672, 8725 GRAYLING WAY, 95826              
673, 2970 WRIGHT ST, 95821                 
674, 4329 IOWA AVE, 95824                  
675, 5030 42ND ST, 95820                   
676, 4951 JOLANA LN, 95660                 
677, 7417 SAN NITA WAY, 95628              
678, 3316 Q ST, 95660                      
679, 2840 AUBURN BLVD, 95821               
680, 5109 VON WAY, 95608                   
681, 5900 CLOVER MANOR WAY, 95824          
682, 4343 WILLIAMSBOURGH DR, 95823         
683, 8514 FLANNERY WAY, 95828              
684, 3636 EDISON AVE,Unit 1, 95821         
685, 7561 WATERWILLOW DR, 95828            
686, 4016 RENICK WAY, 95660                
687, 5432 OLYMPIC WAY, 95842               
688, 5308 ROCKWELL RD, 95660               
689, 7124 18TH ST, 95673                   
690, 6812 GOLD RUN AVE, 95842              
691, 9054 TRUJILLO WAY, 95826              
692, 9046 TRUJILLO WAY, 95826              
693, 4121 JUSTIN WAY, 95826                
694, 2911 BELL ST, 95821                   
695, 5657 ODEA DR, 95824                   
696, 8149 SANTA JUANITA AVE, 95662         
697, 6404 STONEMAN DR, 95660               
698, 6901 MIRADOR WAY, 95828               
699, 4545 S PARK DR, 95821                 
700, 8377 ELK GROVE FLORIN RD, 95829       
701, 4140 ERNESTINE WAY, 95660             
702, 4200 14TH AVE, 95820                  
703, 7601 PICKOI CIR, 95828                
704, 2721 TIOGA WAY, 95821                 
705, 4848 COTTAGE WAY, 95608               
706, 3813 GALBRATH DR, 95660               
707, 5130 38TH AVE, 95824                  
708, 5110 38TH AVE, 95824                  
709, 6444 6TH ST, 95673                    
710, 5800 ROSEBUD LN, 95841                
711, 4901 TRAVERTINE CIR, 95841 